0.0258137,0.174324
0.0257618,0.266218
0.0258322,0.547828
0.0257382,0.755188
0.0257656,0.192495
0.0258459,-0.218153
0.0259382,-0.244778
0.0257475,0.673925
0.0256727,0.936596
0.0257594,0.199197
0.026001,-0.95535
0.0257253,0.522833
0.0259276,-0.00652507
0.0259695,-0.361633
0.02598,-0.156409
0.0260309,-0.901534
0.0258735,0.585224
0.0258997,0.0191156
0.0258952,-0.632103
0.0259136,-0.904965
0.0258267,0.0742783
0.025698,0.946647
0.0257323,0.39726
0.0260617,-0.537814
0.0258924,0.286822
0.0259817,0.0592971
0.0259975,-0.249675
0.0259144,0.249446
0.0260652,-0.496156
0.0259134,-0.41744
0.0258331,0.521876
0.0260018,-0.204919
0.0259792,-0.374104
0.0257468,0.694513
0.0259568,0.0858153
0.02596,-0.011001
0.0258622,0.271235
0.0258545,-0.318726
0.0258968,0.388211
0.0259357,-0.329562
0.0259594,-0.855404
0.0257715,0.114611
0.025819,0.0780175
0.0258751,0.814207
0.025931,-0.611875
0.0259264,0.0646186
0.0257508,0.598251
0.0259027,-0.358554
0.0259188,-0.0612168
0.0259454,0.142889
0.0258529,0.906361
0.0258012,-0.261165
0.0258194,0.972057
0.0258198,0.313904
0.0260853,-0.718756
0.0261214,-0.938808
0.0258645,0.521065
0.0259197,-0.80119
0.0259663,0.23054
0.0258055,0.76449
0.0257667,0.402774
0.0257492,0.238881
0.0260024,-0.833327
0.0260283,-0.601632
0.025909,0.338227
0.0258279,0.307944
0.025815,0.978798
0.025994,0.0941995
0.0259786,0.172189
0.025874,0.326279
0.0259667,-0.00539803
0.0258482,0.660441
0.025941,-0.797667
0.0260598,-0.912927
0.0257833,0.398039
0.0260723,-0.960493
0.0258188,-0.0443167
0.0257979,0.328914
0.0260892,-0.651607
0.0258226,0.815041
0.02582,0.781687
0.0257073,0.704226
0.0260351,-0.717055
0.0260024,-0.335686
0.0258354,-0.0712598
0.0258898,0.510441
0.0259028,0.0618427
0.0258265,0.356048
0.0259903,-0.528929
0.0258146,0.712445
0.0257194,0.951273
0.0257429,0.493441
