y,z,vy,vz
-0.00152121,0,0,3.16478e+07
-0.00159285,0.0316443,-71643.5,3.16443e+07
-0.00173548,0.0632784,-142629,3.16341e+07
-0.00194778,0.0948954,-212304,3.1617e+07
-0.00222781,0.126489,-280028,3.15934e+07
-0.00257299,0.158052,-345176,3.15634e+07
-0.00298014,0.18958,-407150,3.15273e+07
-0.00344552,0.221065,-465380,3.14854e+07
