dv_v0,y0_R
0.0258975,-0.556677
0.025999,-0.167875
0.0260106,-0.620763
0.0257695,0.919967
0.0257984,0.216101
0.0259824,-0.0206968
0.0257366,0.863039
0.0259807,-0.0696767
0.0257942,0.359297
0.0258924,-0.946888
0.0259975,-0.435742
0.0259621,-0.717677
0.02588,-0.416938
0.025819,0.570475
0.0259222,-0.689871
0.0260546,-0.45523
0.0259704,-0.461685
0.0258538,0.794048
0.0258686,0.915138
0.0258942,0.415726
0.0260309,-0.229665
0.0257939,0.370048
0.0260749,-0.835479
0.0260272,-0.937666
0.0259618,-0.190161
0.0259262,-0.160189
0.0259238,-0.873461
0.0259357,-0.941403
0.0258844,-0.437137
0.025758,0.816559
0.0258407,0.862983
0.0258578,0.668528
0.0261055,-0.875329
0.0260649,-0.522746
0.0258787,0.193434
0.0258914,-0.175766
0.0259303,0.237772
0.0260121,-0.774883
0.0259415,-0.562377
0.0257164,0.977428
0.0258533,0.095885
0.0258616,0.0951083
0.0261276,-0.997556
0.0257731,0.301353
0.0258086,0.200253
0.0259402,-0.986907
0.0257585,0.215385
0.0258723,0.0487826
0.0259893,-0.189147
0.0256776,0.968126
0.0260879,-0.858316
0.0259804,-0.319067
0.0259944,-0.692667
0.0259947,-0.682578
0.0259768,0.22398
0.0257442,0.66591
0.0259258,0.629938
0.0260808,-0.641584
0.0258163,0.892636
0.0258512,-0.192647
0.0257826,0.439964
0.025915,0.777829
0.0257422,0.501194
0.0258548,-0.438716
0.025911,-0.599161
0.0257936,0.761825
0.0258967,-0.828352
0.0259471,-0.173329
0.025828,0.392635
0.0260523,-0.922703
0.0258185,0.772243
0.0257865,0.125547
0.025791,0.23781
0.0258109,-0.327162
0.0258115,0.377799
0.0259154,-0.836381
0.0259791,-0.384464
0.0258516,-0.553038
0.0259836,-0.478025
0.0258284,0.980882
0.0259744,-0.426221
0.0258867,0.945441
0.0260439,-0.442529
0.0260726,-0.723476
0.0258206,-0.417316
0.0258343,0.290715
0.0258452,0.229458
0.0259709,-0.501413
0.0257941,0.427597
0.025958,-0.362167
0.0259141,-0.396723
0.0260633,-0.993201
0.0257274,0.410611
0.0259174,0.163738
0.0257382,0.704401
0.0259244,-0.871163
0.0257494,0.456017
0.0258929,-0.842708
0.0257215,0.871593
0.0258589,-0.000615794
0.0260395,-0.353738
0.0258898,-0.566264
0.0258485,-0.253392
0.0260145,-0.124755
0.0258797,-0.806717
0.0258426,-0.328453
0.0259205,-0.570378
0.0260041,-0.768524
0.026053,-0.818357
0.0257903,-0.135301
0.0258919,0.382237
0.0259556,-0.674155
0.0259241,-0.729871
0.0257491,0.323257
0.0260147,-0.544011
0.0258698,0.126685
0.0259701,-0.931248
0.0258629,0.33106
0.0258351,0.327919
0.0258217,-0.301535
0.0258232,-0.00200429
0.0259134,-0.714778
0.0259637,-0.342862
0.0258813,0.0711196
0.0259986,-0.452195
0.0258086,-0.27515
0.0257993,0.360476
0.0259378,0.294719
0.0257121,0.894731
0.0259276,-0.385728
0.0258103,-0.0828119
0.0258738,-0.421276
0.0258267,0.0550924
0.0256726,0.831551
0.0260068,-0.355599
0.0259216,0.313669
0.0258003,0.434954
0.0258715,-0.0297304
0.0259827,-0.241379
0.0259151,0.259338
0.0258221,-0.0759067
0.025815,0.607592
0.0257109,0.883396
0.0257469,0.380271
0.0258077,0.473341
0.0259103,-0.00374575
0.025882,0.59587
0.0259414,0.00463631
0.0258528,0.241903
0.026025,-0.908748
0.0259293,0.56983
0.0257704,0.985838
0.0256657,0.939275
0.0257128,0.995186
0.0260316,-0.237586
0.0259311,0.00550783
0.0257537,0.922
0.0259171,-0.525789
0.0258984,0.111637
0.0258439,0.880395
0.0258571,-0.243788
0.0258281,0.486889
0.0257917,0.331401
0.0258034,-0.231543
0.0260391,-0.682689
0.0259351,-0.661253
0.0257149,0.474995
0.0259773,-0.597586
0.0258815,0.361618
0.0257985,-0.0481251
0.0258318,0.752129
0.0259,0.034399
0.0259162,0.426397
0.0257648,0.408869
0.0258492,0.844587
0.0259908,-0.0987655
0.0257497,0.709856
0.0257772,0.4009
0.0258854,0.7928
0.0259628,-0.0169453
0.0256949,0.774444
0.0259571,-0.343679
0.0258941,-0.543224
0.0258228,0.0970373
0.0258627,0.882177
0.0258814,-0.90026
0.0258343,0.982493
0.0259783,-0.745197
0.0259655,-0.877167
0.025847,-0.325784
0.0257721,0.630728
0.0259653,-0.110388
0.0258155,0.0544532
0.0258875,-0.0122218
0.0259438,-0.808856
0.0257708,0.967058
0.0258602,0.701118
0.0258321,0.329253
0.0258538,0.794267
0.0260527,-0.751136
0.0261009,-0.864472
0.0258646,-0.152405
0.0258142,0.455802
0.026038,-0.719553
0.0259854,0.00669926
0.0257947,-0.170547
0.0259468,-0.355135
0.0260134,-0.646089
0.025685,0.914565
0.0259398,-0.567226
0.0257814,0.677258
0.0257456,0.751015
0.0259808,-0.3282
0.0259432,-0.808527
0.0258435,0.276624
0.0258216,-0.220971
0.0259522,-0.849925
0.0258673,0.284602
0.0258517,0.546176
0.0261088,-0.859952
0.0257474,0.966487
0.025765,0.71607
0.0258575,0.418823
0.0259088,0.0658831
0.0258845,0.368442
0.0258818,0.835845
0.0259585,0.366599
0.0259572,-0.130951
0.0259788,-0.39619
0.025795,0.761874
0.0257769,0.686539
0.0259569,-0.27325
0.0257953,0.691781
0.0258253,0.122205
0.025839,-0.316829
0.0257446,0.489477
0.0257505,0.791733
0.025984,0.118766
0.0258338,-0.0322483
0.0259652,-0.760789
0.025914,-0.799679
0.0258305,0.659844
0.0259015,-0.599245
0.0260081,-0.37817
0.0258824,-0.290839
0.0258267,0.133198
0.0257684,0.893244
0.0256741,0.834185
0.0260005,-0.688652
0.025963,-0.223191
0.0258466,0.748798
0.0259634,-0.831246
0.0259244,0.335445
0.0260057,-0.229577
0.0259412,0.506915
0.0259242,-0.407554
0.025907,0.395939
0.0259036,0.513888
0.0260863,-0.74276
0.0258334,0.562034
0.0257599,0.81556
0.0258675,-0.230436
0.0259479,-0.49726
0.0258467,-0.412267
0.0260086,-0.138262
0.0259042,0.112846
0.0258373,0.542006
0.0258075,-0.274556
0.0259295,0.151885
0.0260322,-0.838987
0.0256644,0.98448
0.0257005,0.600679
0.0261172,-0.937607
0.0258471,-0.0834766
0.0260453,-0.299377
0.0260411,-0.691759
0.0259021,0.359773
0.0258611,-0.108068
0.026019,-0.733075
0.0258701,0.301729
0.0259776,-0.926172
0.0258778,0.470762
0.0260323,-0.777417
0.0259879,-0.528865
0.0259209,-0.72185
0.025725,0.49393
0.0258382,0.47532
0.0259956,-0.626885
0.0259247,-0.881385
0.0257461,0.540572
0.0260406,-0.811046
0.0259858,-0.527904
0.0260666,-0.727438
0.0258792,0.173824
0.0259338,-0.456545
0.0260168,-0.833987
0.0258577,-0.0643435
0.0260776,-0.603607
0.025836,0.733672
0.0259068,0.0780164
0.0257402,0.986979
0.0258676,0.870241
0.0260698,-0.908878
0.0257328,0.895521
0.0257202,0.546344
0.0259485,-0.732616
0.0260501,-0.382963
0.0259549,-0.888625
0.0259675,-0.0244069
0.0257985,0.9708
0.0257109,0.541233
0.0257769,0.120136
0.0258365,0.0645435
0.0258696,-0.789267
0.0260974,-0.744846
0.0258754,0.343692
0.0259967,-0.722114
0.0260843,-0.637319
0.0258928,-0.0558174
0.0259447,0.45026
0.0259246,0.508808
0.0258753,0.0107627
0.0258975,-0.078558
0.0259874,-0.547475
0.0258846,0.866142
0.0258253,0.400511
0.0259315,0.503897
0.0258291,0.694106
0.0256801,0.810641
0.0257777,0.128541
0.0258468,-0.600409
0.0257375,0.286734
0.0257873,0.959109
0.0258967,-0.0483021
0.0257519,0.96438
0.0257159,0.97626
0.0258299,0.387396
0.025953,-0.804667
0.0259205,-0.290778
0.0257163,0.543789
0.0259948,-0.706002
0.0257448,0.757496
0.0259473,0.161696
0.0256886,0.88186
0.025787,0.474399
0.0258518,0.253287
0.0259482,-0.765625
0.0258969,-0.322654
0.0258071,0.90642
0.0260299,-0.180218
0.0258295,-0.345207
0.0257356,0.991649
0.0260486,-0.803975
0.0259506,-0.171672
0.0257811,0.552082
0.0258446,0.844318
0.0260227,-0.853406
0.0258909,-0.474114
0.025912,-0.437581
0.0260326,-0.762044
0.0260228,-0.567599
0.0258395,-0.545392
0.0257264,0.516113
0.0258516,0.576883
0.0258156,0.252559
0.0257806,0.69233
0.025837,0.829006
0.0258627,0.392154
0.0258892,-0.627492
0.0259597,-0.720163
0.0258969,0.880646
0.0261252,-0.96302
0.0258005,0.319436
0.0259672,-0.24373
0.0258368,0.250103
0.0258178,0.726772
0.0259861,0.0956562
0.0260239,-0.365094
0.0259227,0.0463825
0.0258886,-0.406442
0.0258547,0.0414389
0.0259513,-0.800508
0.0259649,-0.765332
0.025813,0.49823
0.0260182,-0.976375
0.0257693,0.35706
0.0258396,0.144953
0.0260651,-0.995361
0.0258174,0.708762
0.025795,0.954287
0.0258779,-0.6914
0.0257995,0.383827
0.0258307,-0.294892
0.0257274,0.606085
0.026081,-0.97973
0.0257086,0.86241
0.0259148,-0.197968
0.0258626,0.695059
0.0258176,0.832635
0.025882,0.894966
0.025908,0.68983
0.0258944,-0.293359
0.0258653,0.811553
0.0258185,-0.372564
0.0259066,0.140879
0.0258438,0.798864
0.0260379,-0.339123
0.0257998,-0.236074
0.0258751,-0.511899
0.0258588,-0.346127
0.0258324,-0.0944897
0.0258392,-0.565703
0.0260092,-0.654104
0.0258953,0.366715
0.0260226,-0.210429
0.0259389,-0.0380421
0.0260157,-0.140905
0.025803,0.203705
0.026086,-0.879882
0.0258908,0.0345265
0.0258401,0.359279
0.0259673,-0.406732
0.0258503,0.213391
0.025997,-0.190221
0.0259779,-0.482952
0.0259855,0.132913
0.0256947,0.707017
0.0258048,-0.25074
0.0257539,0.974142
0.0258674,0.530367
0.025918,-0.32156
0.0259305,-0.097791
0.0257616,0.208253
0.0258288,0.239866
0.0261099,-0.826168
0.0260904,-0.685545
0.0258938,-0.403356
0.0259719,-0.543073
0.0259457,0.245156
0.0259118,-0.92447
0.0258005,-0.0809109
0.0258358,0.25621
0.025915,0.0244358
0.0258406,-0.298411
0.0258827,0.851897
0.0259974,-0.808713
0.0259972,0.0574267
0.0259811,-0.0819339
0.0258733,-0.109715
0.025822,0.863563
0.0259068,-0.579125
0.0259754,0.0275886
0.0259153,0.518101
0.025892,0.301846
0.0259749,-0.47789
0.0258647,0.20099
0.0257593,0.550097
0.0257792,0.796188
0.0258332,-0.305802
0.0258454,-0.0573226
0.0259082,0.474928
0.0259658,-0.729308
0.0257998,0.434725
0.0260173,-0.352643
0.0260782,-0.643921
0.0258013,-0.0189883
0.0258692,-0.509106
0.0257001,0.665876
0.0259594,-0.0281883
0.025947,0.0285526
0.0258277,0.973914
0.0258027,0.411859
0.0257339,0.740503
0.0258184,0.270448
0.0259135,0.143498
0.0258768,0.0849384
0.0258606,-0.220959
0.0260147,-0.645328
0.0259906,-0.477151
0.0259713,-0.989911
0.0259883,-0.040922
0.0258462,0.00635771
0.025932,0.622629
0.0257733,0.0223607
0.0257862,0.568064
0.0259089,-0.204529
0.0258895,0.00268035
0.0260297,-0.381872
0.0261156,-0.948505
0.0258121,0.680253
0.0257006,0.659168
0.0259086,0.0393354
0.0257483,0.788463
0.0259448,-0.089529
0.0258768,0.781092
0.0257306,0.490098
0.0258166,0.276314
0.0258939,-0.477153
0.0257407,0.314153
0.0258965,-0.291422
0.0258548,-0.0128623
0.0260213,-0.153403
0.0258416,0.0594544
0.0257492,0.895723
0.0257906,0.324239
0.0259803,-0.288822
0.0260089,-0.873831
0.0257758,0.204742
0.0259564,-0.287371
0.0259564,-0.674729
0.0258323,0.422272
0.0259328,0.403353
0.0259569,-0.655826
0.0257739,0.774491
0.0259475,0.270987
0.0259414,0.308913
0.0259605,0.242201
0.0258149,0.7234
0.0259519,-0.0679989
0.02575,0.640358
0.0260909,-0.999821
0.025755,0.195716
0.0258007,0.750261
0.0258922,0.461649
0.025802,0.390662
0.0258248,0.351836
0.0259291,-0.215013
0.0258603,-0.136782
0.0260165,-0.565187
0.0260737,-0.569051
0.0258432,-0.274276
0.0258199,0.165502
0.0257917,-0.027259
0.0258453,-0.582082
0.0260718,-0.554181
0.0258282,-0.455468
0.0260323,-0.183467
0.0257913,0.171068
0.0259356,-0.533942
0.0259917,-0.457893
0.0259501,-0.239331
0.0257984,0.649935
0.026009,-0.180372
0.0260386,-0.323817
0.0260745,-0.967166
0.0258191,0.166574
0.0259934,0.105492
0.0259629,-0.43026
0.025822,0.662112
0.0258992,0.794212
0.0260711,-0.898145
0.0260845,-0.663938
0.0258179,0.518167
0.0258871,-0.167486
0.0259444,0.1498
0.0257365,0.749048
0.0259548,-0.973328
0.0260589,-0.491467
0.0259472,0.315299
0.025824,0.272015
0.0258752,-0.778195
0.025847,0.0774619
0.0257207,0.579043
0.0258435,-0.00269002
0.0258049,0.939929
0.025947,-0.808063
0.0259317,0.554049
0.0258575,0.948639
0.0260188,-0.393909
0.0260408,-0.905818
0.0257289,0.599714
0.0260107,-0.172715
0.0259119,0.0883448
0.0256647,0.941108
0.0258009,0.498208
0.0258172,0.610606
0.0260188,-0.820003
0.0258898,-0.471421
0.0258682,0.793121
0.0257582,0.678772
0.0260012,-0.736825
0.0258303,-0.479158
0.0258681,-0.0633734
0.0257084,0.781277
0.0257314,0.798108
0.0260005,0.0838411
0.0259877,-0.993159
0.0259101,-0.276747
0.0258693,0.161982
0.0259305,-0.314122
0.0258261,-0.132149
0.0259681,-0.851478
0.0258401,0.0100449
0.025992,-0.028209
0.0257507,0.613448
0.0257988,0.0540735
0.0257591,0.733153
0.0258402,0.0828756
0.0257881,0.37987
0.0256796,0.887126
0.025966,0.368918
0.0257598,0.693072
0.0257897,0.351485
0.0257117,0.675461
0.0260049,-0.41649
0.0257163,0.772949
0.0259785,-0.0698796
0.0257793,0.434232
0.025895,0.126674
0.0260346,-0.499497
0.0257409,0.512185
0.0257186,0.98394
0.0259193,-0.122131
0.0258871,0.333231
0.026007,-0.444913
0.0259069,-0.417152
0.0259932,0.124054
0.0259787,-0.883997
0.0259436,-0.35462
0.0260652,-0.854879
0.0257161,0.832917
0.0257834,0.665749
0.0257269,0.392139
0.0259791,-0.730341
0.0258621,-0.679669
0.0260999,-0.974632
0.0259235,-0.734428
0.0259557,0.115043
0.0257173,0.534025
0.0260385,-0.30157
0.0259727,-0.104915
0.02596,0.326094
0.0259161,-0.960298
0.0258925,-0.767547
0.0257266,0.894804
0.0258395,-0.0906837
0.0258282,0.751456
0.0260238,-0.962213
0.0258971,0.931694
0.0259138,-0.671053
0.0259525,-0.0324099
0.0258867,-0.260677
0.0259129,-0.260153
0.0258939,0.34426
0.0259429,0.406429
0.0259124,-0.904567
0.0258116,0.50277
0.0259418,-0.886554
0.0260564,-0.621473
0.0259176,-0.0264233
0.0259935,-0.0861425
0.0260419,-0.328081
0.0259617,-0.791692
0.0259032,0.597958
0.0259339,-0.380529
0.0257699,0.40437
0.0258692,-0.785015
0.0260206,-0.0998702
0.0258067,-0.0245223
0.0257657,0.844055
0.0259749,-0.311552
0.0259311,-0.293842
0.0258553,0.90079
0.0257627,0.877818
0.025915,0.29715
0.0257769,-0.0412111
0.0257041,0.934977
0.0260881,-0.807541
0.0258867,-0.933153
0.0257374,0.988384
0.0258648,-0.772004
0.0258247,0.0112661
0.0258953,-0.455619
0.0259157,-0.176794
0.0259841,-0.224275
0.0259382,-0.457044
0.0258487,-0.372649
0.0260695,-0.968801
0.0258477,0.818327
0.0260117,-0.822678
0.0259042,-0.310985
0.0258717,-0.0634003
0.0259692,-0.589562
0.025849,0.122137
0.0257807,0.744248
0.0259614,-0.452309
0.0259819,-0.108004
0.0258702,-0.830202
0.026042,-0.376464
0.025829,0.601486
0.0259847,0.213887
0.0259963,0.046612
0.0259027,0.215073
0.0258262,0.683761
0.0259783,-0.313323
0.0257762,0.147168
0.0257887,0.773477
0.0258296,0.796672
0.0258714,0.510034
0.0259125,-0.73248
0.0260352,-0.832495
0.0258831,0.913003
0.0257594,0.261181
0.0258999,0.884496
0.0259463,-0.348177
0.0258799,-0.785194
0.0260227,-0.193368
0.0258244,0.407048
0.0259023,0.522362
0.0257905,0.632767
0.026014,-0.105404
0.0258565,-0.107385
0.0261115,-0.919765
0.0259748,-0.778261
0.0259394,0.157325
0.0260833,-0.714961
0.0258396,0.714315
0.0257102,0.682749
0.0259878,-0.54446
0.0259017,-0.0395079
0.026034,-0.950855
0.0257917,0.496795
0.0259529,0.440003
0.0257267,0.678351
0.0260469,-0.93228
0.0259721,-0.722027
0.0257624,0.195569
0.0258439,-0.173145
0.0258867,-0.356915
0.0257888,0.700484
0.0259341,-0.000378253
0.0258222,0.10956
0.0259124,-0.203186
0.0259745,0.0181907
0.0260536,-0.804954
0.0260721,-0.931358
0.0258411,-0.246668
0.0258721,0.409574
0.0258824,0.695288
0.0259475,0.138197
0.0257661,0.519427
0.0257877,0.707641
0.0259676,-0.661088
0.0260922,-0.854174
0.0258675,0.520483
0.0258681,-0.22183
0.0259339,0.263026
0.0261011,-0.918599
0.0257421,0.828316
0.0258527,0.347603
0.0259856,-0.805389
0.0259111,-0.124105
0.0258727,0.078584
0.0259499,0.323695
0.0258351,-0.541658
0.0258267,0.749964
0.0257312,0.760618
0.0259716,-0.410373
0.0257493,0.785251
0.0259093,0.433813
0.0259167,-0.0539704
0.0257075,0.750359
0.0258439,0.394987
0.0259074,-0.516834
0.0260415,-0.9422
0.0259957,-0.325466
0.0260078,-0.0410636
0.0260821,-0.833268
0.0259085,-0.683741
0.0260739,-0.980643
0.0258818,0.914345
0.0258541,0.990416
0.0259239,-0.695419
0.0258696,0.950116
0.0258609,-0.379601
0.0256935,0.781845
0.0260047,-0.0538117
0.0258854,0.767139
0.0258475,0.801765
0.0260141,-0.72886
0.0260965,-0.941037
0.0258034,0.635568
0.0259789,-0.22207
0.0259049,0.490295
0.0258906,-0.0439054
0.0259598,-0.814895
0.025958,-0.198774
0.0259166,-0.800739
0.0256817,0.994693
0.0258435,0.556754
0.0257506,0.636564
0.0257233,0.990039
0.0260321,-0.757058
0.0259211,-0.00406444
0.0259968,-0.345959
0.0259254,0.110333
0.0258505,-0.0866404
0.0258243,-0.156297
0.0259582,-0.108351
0.0259213,-0.165128
0.0259261,-0.48808
0.0260385,-0.304242
0.025975,-0.518309
0.0258872,-0.123536
0.0258928,0.458792
0.0260231,-0.897059
0.0258521,0.834305
0.0257972,-0.0803135
0.0259074,0.814654
0.0259062,0.528065
0.0259789,0.0667889
0.0258589,0.517823
0.0259993,-0.978202
0.0259274,-0.849617
0.0260562,-0.83208
0.025974,-0.0536829
0.0257826,0.651308
0.0257803,0.138926
0.025905,0.428681
0.0257446,0.7295
0.0258888,0.406054
0.0259119,-0.633023
0.0260403,-0.75482
0.0258143,0.248725
0.0259101,-0.213695
0.0259496,-0.581025
0.0257542,0.496126
0.0260371,-0.769912
0.0259552,-0.878525
0.0259002,0.536359
0.0258234,-0.418908
0.02603,-0.417903
0.0259318,-0.683126
0.0257207,0.853616
0.0259811,-0.123867
0.0258436,-0.281282
0.0258708,-0.840235
0.0258588,-0.511278
0.0258081,0.292253
0.0258078,0.285817
0.0259209,-0.660683
0.0260397,-0.480398
0.0260918,-0.941291
0.0258111,-0.2577
0.025836,0.241686
0.0258774,0.425895
0.0259983,-0.594943
0.025713,0.840003
0.0259853,-0.992352
0.0258327,0.794645
0.0258674,0.502363
0.0259509,-0.281808
0.0258857,-0.548976
0.0257229,0.57657
0.0259181,-0.522631
0.0259287,-0.781827
0.025879,0.317452
0.0258695,0.50953
0.0258102,0.0782708
0.0259107,0.149933
0.0259441,-0.899739
0.0259106,0.508608
0.0259135,-0.250752
0.0257433,0.56911
0.0257212,0.67531
0.0258318,0.0543799
0.0258437,-0.295724
0.0259221,-0.647824
0.0258982,0.246024
0.0259649,-0.742237
0.0259207,-0.993349
0.0258362,0.951136
0.0260128,-0.0968971
0.0259708,-0.556166
0.0260889,-0.994874
0.0258371,0.488224
0.0259347,-0.887881
0.0259032,-0.492831
0.025938,0.514488
0.0257739,0.332438
0.0259112,-0.532867
0.025867,-0.708583
0.0258321,0.826612
0.0257098,0.661826
0.0258138,0.514943
0.0259353,0.144808
0.025759,0.678856
0.0259277,0.151089
0.0259735,-0.667618
0.0259235,0.114855
0.0257372,0.337061
0.025913,0.0745128
0.0259947,-0.300379
0.0260275,-0.411629
0.0261218,-0.916672
0.0259749,-0.423405
0.0259248,-0.15919
0.0260013,-0.794057
0.0257164,0.977456
0.0260839,-0.97861
0.0258496,0.740926
0.0257448,0.607852
0.0258496,0.864476
0.0258596,-0.213453
0.0257907,0.561582
0.0257418,0.562494
0.0259758,-0.862469
0.0259466,-0.128551
0.0258219,0.572253
0.0260749,-0.595591
0.0258315,-0.493487
0.0258539,0.0844876
0.025945,0.00249823
0.0258551,0.715569
0.0259451,-0.432165
0.0260447,-0.850175
0.0257297,0.919366
0.0259032,-0.412875
0.0258606,0.442965
0.0257729,0.335831
0.0259505,0.307475
0.0258245,0.847335
0.0260509,-0.870013
0.025945,0.080768
0.025899,0.0779205
0.0259501,-0.0435955
0.0259441,-0.350813
0.0257272,0.679217
0.0257467,0.666265
0.0257796,0.616267
0.0257213,0.580123
0.0257582,0.111476
0.0259342,-0.76542
0.0258581,0.235767
0.0258897,-0.880437
0.025831,0.444627
0.0258622,0.174453
0.0259443,-0.877838
0.0258561,-0.552465
0.0260782,-0.998974
0.0257703,0.297349
0.0259277,0.28546
0.0259724,-0.0040353
0.025821,0.831262
0.0257565,0.130395
0.0258299,0.78835
0.0259872,-0.506658
0.0258576,-0.387882
0.0258119,0.678776
0.0257739,0.454069
0.0259762,-0.324086
0.0260048,-0.492719
0.0259486,0.150947
0.0257941,-0.189871
0.0256848,0.960444
0.0260436,-0.301097
0.0257501,0.380883
0.0259228,-0.907463
0.0258856,0.924425
0.0260981,-0.845587
0.0259517,-0.799582
0.0258302,-0.097154
0.025835,-0.380522
0.0258243,0.848199
0.026032,-0.288824
0.0258813,-0.648055
0.0258763,0.565179
0.0258813,0.293793
0.0260644,-0.937108
0.0259965,-0.438175
0.0259083,-0.407369
0.0258377,-0.292918
0.0258625,0.828907
0.0259861,-0.223539
0.0260196,-0.318007
0.0259102,-0.982733
0.0259943,-0.342461
0.0258244,-0.45084
0.0258541,0.0724697
0.0260127,-0.583407
0.0259833,-0.163778
0.0258996,-0.780829
0.025998,-0.782409
0.0259908,-0.300458
0.0260367,-0.787519
0.0258062,0.00772766
0.0257108,0.622401
0.0259758,-0.497846
0.0259116,0.701903
0.0258997,0.772238
0.025828,0.851279
0.0259452,-0.177841
0.0258048,0.0625823
0.025727,0.874374
0.0256719,0.940564
0.0257668,0.103133
0.0259355,-0.659218
0.0257296,0.523499
0.0257201,0.819808
0.0257935,0.158232
0.025721,0.892369
0.0259205,-0.817085
0.0260023,-0.903158
0.0258699,0.132144
0.0259786,-0.583784
0.025849,0.159385
0.0258029,0.269414
0.0259203,0.417804
0.0258046,-0.0637347
0.0260444,-0.276312
0.0258542,0.723935
0.0258171,-0.293743
0.0259518,-0.00792777
0.026015,-0.963995
0.0259215,-0.75698
0.0258733,-0.214619
0.0258315,-0.268298
0.0258277,-0.146235
0.0259213,-0.0663318
0.0259795,-0.185994
0.0258185,0.257864
0.0258295,0.848581
0.0257117,0.760418
0.0257507,0.176064
0.0260758,-0.78916
0.0257357,0.399882
0.0259131,-0.321298
0.0258629,-0.680492
0.0259671,-0.189838
0.026028,-0.702084
0.0257637,0.225053
0.0258983,-0.322169
0.0256978,0.716571
0.0258282,0.931858
0.0259295,-0.739568
0.025931,-0.560271
0.025829,0.50052
0.0260936,-0.873755
0.0258144,0.539265
0.0259003,-0.986113
0.0257596,0.93292
0.0258552,0.464475
0.0260981,-0.796589
0.0257979,0.504788
0.0257605,0.737575
0.025767,0.242474
0.0258355,0.355822
0.025839,-0.253252
0.0258585,-0.196093
0.0257191,0.878155
0.0258222,0.502425
0.0258712,-0.58384
0.0259715,-0.194737
0.0259401,0.0791603
0.0259262,0.279141
0.0257298,0.996429
0.0259093,-0.23903
0.025887,0.0532032
0.0258288,0.96137
0.0257503,0.490461
0.0258662,-0.59366
0.0257014,0.704093
0.0258816,-0.193722
0.0260339,-0.756691
0.0258198,0.0586939
0.0257991,0.390621
0.0259439,0.0507992
0.0257552,0.591139
0.0258236,0.855924
0.0257448,0.754234
0.0260162,-0.669476
0.025792,0.882931
0.0257787,0.752776
0.0258014,0.586817
0.0258943,-0.975845
0.0259444,-0.0422664
0.025748,0.415155
0.0258627,-0.76572
0.0258323,-0.514313
0.0259361,0.570419
0.0257585,0.958646
0.0258703,-0.793584
0.025766,0.379565
0.0259058,0.808881
0.0258669,-0.646608
0.0259606,-0.123435
0.0259606,0.305829
0.0260644,-0.545601
0.0260199,-0.830361
0.0258839,0.500741
0.0258294,0.401195
0.0259618,-0.610942
0.026015,-0.355516
0.0259414,0.514365
0.0256581,0.970512
0.0257783,0.566271
0.0258404,0.344985
0.0259027,-0.119964
0.0260739,-0.759851
0.0259228,0.458969
0.0258962,0.521988
0.0260358,-0.64624
0.0259423,-0.297347
0.0258193,0.235339
0.0258566,-0.365196
0.0257516,0.206349
0.0260182,-0.336301
0.0259392,-0.0692587
0.0257774,0.39309
0.0258127,0.221114
0.0257562,0.790834
0.0258289,0.156318
0.0258831,0.546327
0.0258378,0.524337
0.0258788,-0.773837
0.0258462,0.942615
0.0258337,0.839556
0.0258397,0.447725
0.0259689,-0.227681
0.0259244,0.278849
0.0258429,-0.145202
0.0259213,0.60722
0.0259449,-0.396887
0.0260913,-0.711804
0.0259296,0.0727465
0.0257189,0.55726
0.0258927,-0.613592
0.0258107,0.499265
0.0258866,0.325964
0.0258913,-0.354748
0.0259585,0.316528
0.0256885,0.835778
0.0258179,0.880462
0.0260264,-0.673934
0.0257874,-0.130369
0.0259312,0.277819
0.0257768,0.653486
0.0257283,0.35307
0.0260447,-0.364241
0.0258755,0.835851
0.0258494,-0.570808
0.026022,-0.124167
0.0257543,0.651135
0.0256942,0.963202
0.0258837,-0.27295
0.0259369,0.0628854
0.0260928,-0.767199
0.025814,0.907099
0.0258024,0.958535
0.0261218,-0.933094
0.0257123,0.553107
0.02592,0.541559
0.0258593,0.436264
0.0259637,-0.0831012
0.025856,0.649551
0.025763,0.74219
0.025973,-0.46718
0.0258629,0.036798
0.0261077,-0.94381
0.0259297,0.572055
0.0258841,0.680931
0.0258687,0.0858628
0.0257826,0.307419
0.0259434,-0.333091
0.0257745,0.434076
0.0259911,-0.18489
0.0258816,-0.399657
0.0259592,-0.444479
0.0258874,0.546823
0.0260302,-0.247618
0.0258421,-0.130526
0.025836,0.558304
0.0257476,0.883837
0.0259263,0.00930024
0.0258963,-0.744171
0.0257418,0.718844
0.0258378,0.338325
0.0258748,-0.436065
0.0257592,0.385294
0.0257396,0.861454
0.0259768,-0.933565
0.0260263,-0.673901
0.0260336,-0.794873
0.0259329,-0.66844
0.0258824,0.115301
0.0258602,0.928084
0.025959,-0.959864
0.0260205,-0.646059
0.0259015,-0.465264
0.0258459,-0.291611
0.0259732,0.0281856
0.0258829,-0.122271
0.0261262,-0.988657
0.0259626,-0.579395
0.0259203,0.121228
0.0259405,-0.948758
0.0260894,-0.681747
0.025923,0.393635
0.0258561,0.978209
0.0260336,-0.75078
0.0259464,0.417952
0.0257997,0.897243
0.0258856,-0.143432
0.0259227,-0.716978
0.0258995,-0.0313589
0.0258726,0.881598
0.0260673,-0.919251
0.0260638,-0.506259
0.0259495,0.422184
0.0258241,0.610449
0.0259639,-0.197497
0.0258734,-0.454232
0.0258638,0.120504
0.0259498,-0.733203
0.0259044,0.112324
0.0259055,0.303319
