dv_v0,y0_R
0.0259657,-0.25217
0.0258181,0.693064
0.0258657,-0.151055
0.025801,0.587638
0.0258859,-0.126767
0.0259319,-0.50969
0.0259242,-0.448869
0.0259721,-0.78554
0.0257442,0.454216
0.025948,-0.0700225
0.0259351,0.304071
0.0258824,0.375676
0.0259417,0.535111
0.0258833,-0.226667
0.0259919,0.125038
0.0257075,0.826541
0.0258922,0.627936
0.0257979,0.910539
0.0260748,-0.714606
0.0258281,-0.426047
0.0257534,0.753261
0.025916,-0.0767987
0.0259591,0.180983
0.0259567,0.329044
0.0257091,0.65553
0.0259978,-0.873383
0.0260393,-0.579501
0.025947,-0.142904
0.0259476,0.223384
0.025881,0.6396
0.0257941,0.633502
0.0259297,0.389774
0.0258674,0.412032
0.0260431,-0.951055
0.0259791,-0.295428
0.0259325,-0.0265541
0.0258745,0.220468
0.02578,0.156647
0.0260004,-0.383612
0.0259377,0.255794
0.0259147,-0.645264
0.0258407,-0.00292217
0.0260716,-0.87434
0.025908,0.16155
0.0258212,0.109362
0.0257925,0.0413773
0.0257498,0.627185
0.0257751,0.940341
0.0257801,-0.0521626
0.0260425,-0.370739
0.025879,-0.254507
0.0259656,0.36985
0.0256845,0.801251
0.0259718,-0.900447
0.025996,-0.590464
0.0258375,0.840512
0.0259571,0.15037
0.0257599,0.533587
0.0259839,-0.938966
0.025775,0.611734
0.0259284,-0.707567
0.0259358,0.201239
0.025788,0.866139
0.0258986,0.650208
0.0257546,0.834595
0.0259133,-0.851127
0.0259875,-0.659331
0.0259331,0.134487
0.0259166,-0.11592
0.0257346,0.925809
0.0259962,-0.954512
0.0258967,0.4464
0.0260902,-0.850192
0.0257345,0.518035
0.0259746,-0.0410382
0.0259,-0.652683
0.0259686,0.131822
0.0259806,-0.932111
0.0259257,0.248243
0.0258162,-0.304521
0.0259317,0.467056
0.0257866,0.255866
0.0257767,-0.0212523
0.0260445,-0.723119
0.025908,0.531988
0.0259391,0.288932
0.0259652,0.310034
0.0258596,0.367065
0.025905,0.468323
0.0259088,-0.566681
0.0260365,-0.898409
0.0259044,0.20334
0.025888,-0.889872
0.0259313,0.115776
0.0258782,0.528877
0.0258609,0.235543
0.0259854,-0.652956
0.0259603,-0.539661
0.0259782,-0.522175
0.0258175,0.589023
0.0260369,-0.35108
0.0259706,0.269943
0.025764,0.457731
0.0258601,0.14886
0.0259749,-0.71884
0.0258303,-0.24949
0.0260119,-0.974516
0.0258582,-0.429772
0.0260006,-0.227092
0.0257316,0.859549
0.025784,0.164922
0.0259215,-0.166063
0.0259146,-0.363043
0.0256785,0.997371
0.0258266,0.079353
0.0257826,0.513649
0.0259606,0.325196
0.025978,-0.0988018
0.0257501,0.346562
0.0258872,-0.298253
0.026025,-0.80246
0.0258313,-0.243814
0.0260719,-0.822378
0.025865,-0.642903
0.0258781,0.718187
0.025827,0.48971
0.0257442,0.424029
0.025924,-0.111836
0.0258465,0.628639
0.0258485,-0.0170302
0.0259198,-0.622521
0.0260156,-0.727436
0.0259249,-0.802748
0.0258534,-0.638521
0.0258676,0.0276978
0.0258515,0.624277
0.025945,0.129601
0.0256988,0.905271
0.0258095,0.461441
0.0258803,-0.440445
0.0257491,0.386878
0.0257776,0.400288
0.0259487,0.101104
0.0260491,-0.806899
0.0259219,0.442017
0.0258773,-0.40963
0.0260539,-0.833077
0.0257383,0.825428
0.02596,-0.90496
0.025913,-0.623575
0.025744,0.37051
0.0259072,0.651864
0.0258472,-0.00234827
0.0257303,0.354969
0.026037,-0.819917
0.0261089,-0.893429
0.0258438,0.990577
0.0259002,-0.315414
0.025981,-0.666983
0.0258018,0.962628
0.0259369,-0.802333
0.0257268,0.837452
0.025992,0.0610561
0.0258466,-0.625031
0.0259379,0.501182
0.0257045,0.628053
0.0258848,0.689275
0.0258501,-0.285052
0.0258397,0.563037
0.0257651,0.33144
0.0258836,-0.537717
0.0259335,0.603619
0.0259567,0.221426
0.0257349,0.311457
0.0259432,-0.962464
0.0258906,-0.63638
0.0258271,0.0372923
0.0259063,-0.944679
0.0259178,0.564895
0.0258313,0.276421
0.0258956,-0.916514
0.0257547,0.220142
0.0258217,-0.0349922
0.025948,0.484292
0.025782,0.166408
0.0259062,-0.521057
0.0259623,-0.300359
0.026009,-0.190827
0.0259845,-0.413655
0.0258082,-0.0475305
0.025789,0.141649
0.0258381,-0.239621
0.0257513,0.285991
0.0258135,0.481692
0.0258178,0.754186
0.0257105,0.797202
0.0258946,0.928193
0.0258554,-0.195209
0.0259932,-0.225913
0.0257556,0.366083
0.0257822,0.749404
0.0258298,0.701198
0.0259338,-0.629954
0.0259636,0.359395
0.0259044,-0.813611
0.0258579,-0.281827
0.0260094,-0.450784
0.0258352,0.883573
0.0258039,0.0984645
0.0259539,-0.321427
0.025982,-0.937073
0.0258574,0.383027
0.0259967,-0.545425
0.0259761,-0.397882
0.0258404,-0.540536
0.0257964,0.570705
0.0257393,0.930022
0.0259168,-0.672083
0.0259013,-0.00694409
0.025996,-0.0467744
0.0260287,-0.412299
0.0258107,0.628731
0.0258713,-0.326736
0.0258767,-0.24353
0.0258416,-0.315354
0.0259949,-0.168362
0.0258796,-0.499356
0.0258148,-0.208524
0.0258665,0.943795
0.0258999,0.126032
0.0260158,-0.312515
0.0259459,0.142514
0.0259663,0.294908
0.0258989,-0.676918
0.0257055,0.97045
0.0257081,0.706099
0.0259921,-0.906465
0.025935,0.409362
0.0257135,0.748752
0.0258555,0.923151
0.0258789,-0.36498
0.026096,-0.917573
0.0259751,-0.579213
0.0258292,-0.323337
0.0258577,-0.558748
0.0258305,0.666139
0.0259432,-0.648308
0.0259274,-0.357445
0.0259117,0.684693
0.0258636,-0.512378
0.0257173,0.800794
0.0258795,0.479373
0.0257998,0.214821
0.0260155,-0.930351
0.0258745,0.0486894
0.0258192,0.767377
0.0258954,0.585223
0.0259432,-0.158597
0.025863,-0.326466
0.0257229,0.760684
0.0258397,-0.210017
0.0256909,0.717031
0.0259263,-0.917344
0.0258121,-0.332496
0.0259864,0.145488
0.0258567,0.0563545
0.025977,0.0725578
0.0258597,-0.219396
0.0259226,0.171278
0.0259371,-0.80642
0.0257264,0.597654
0.0260421,-0.906112
0.0258473,0.72761
0.0260545,-0.663483
0.0259791,-0.600661
0.0259688,-0.842398
0.0258582,-0.426748
0.0258285,-0.0781453
0.0260959,-0.790026
0.0259603,0.348134
0.0257905,0.590471
0.0258697,0.534095
0.0258777,0.992141
0.0258488,0.954568
0.0259787,-0.092942
0.0258209,0.482022
0.0259245,-0.0423094
0.0259906,-0.207993
0.0257435,0.32875
0.0259355,0.0443543
0.0258348,0.450221
0.0258983,0.421467
0.0259787,-0.598408
0.0258829,0.505724
0.0258056,0.0545803
0.0257478,0.362477
0.02585,-0.127092
0.0258574,0.985166
0.025813,0.522464
0.0258015,0.76198
0.0258854,-0.913656
0.0259761,-0.796488
0.0258554,0.88813
0.0259023,0.116187
0.0259265,-0.735142
0.0259333,-0.536887
0.0260034,0.00103305
0.0259029,0.400401
0.0259402,-0.980151
0.025723,0.904039
0.0259945,-0.207963
0.0259451,-0.350967
0.0258145,0.294547
0.0260125,-0.524598
0.0257201,0.481017
0.0259349,-0.181481
0.0258519,-0.0814522
0.0259999,-0.344101
0.0258213,0.696778
0.0258863,-0.825895
0.025884,0.234769
0.0258674,0.561564
0.0259247,-0.903265
0.0258795,0.689121
0.0259403,-0.219504
0.0258735,-0.584504
0.0259378,-0.365287
0.0257778,0.990877
0.0259595,-0.965173
0.0258319,0.428219
0.0260435,-0.591357
0.0256963,0.62791
0.0259328,-0.850215
0.025777,0.81894
0.0261037,-0.929714
0.0258669,-0.00170484
0.0258846,0.0640366
0.0257407,0.580456
0.0258366,0.689882
0.0259533,-0.117076
0.025796,0.0582238
0.0257296,0.355713
0.0258906,0.246331
0.025921,0.163927
0.0259883,0.182855
0.0258367,0.636108
0.0259035,-0.386176
0.0258726,0.713432
0.0259444,-0.863167
0.0259557,-0.6918
0.0260388,-0.666223
0.0259128,-0.632668
0.0259902,-0.627971
0.0258131,0.7835
0.025898,0.13011
0.0258292,0.787797
0.0259721,-0.67222
0.0259227,0.222331
0.0258709,0.301611
0.0259347,0.505849
0.0256607,0.931304
0.0258408,-0.436495
0.0258454,-0.144734
0.025992,-0.0434286
0.025834,-0.00784237
0.025933,0.37828
0.0259266,0.100422
0.0258996,0.641834
0.0260016,-0.607652
0.025829,-0.232883
0.0258173,-0.161106
0.0260622,-0.490458
0.0256623,0.983257
0.0258786,0.922176
0.0258708,0.659514
0.0259098,0.292349
0.0259013,0.0519334
0.0258723,-0.2899
0.0257208,0.626763
0.0259715,-0.0923807
0.0258828,0.740728
0.0258885,-0.0145278
0.0260285,-0.542726
0.0260447,-0.549044
0.0260147,-0.720784
0.0259037,0.729327
0.025795,0.825104
0.0258487,0.845202
0.0259725,0.0193957
0.0259071,0.188594
0.025828,-0.406416
0.0259064,-0.30121
0.0259523,-0.589266
0.0259215,-0.0507695
0.0258466,0.0259744
0.0260327,-0.275049
0.0260079,-0.651401
0.026058,-0.598275
0.0258963,-0.684055
0.026028,-0.833016
0.0257976,-0.221511
0.0258189,0.720263
0.0258994,-0.307163
0.0258024,0.15453
0.0258528,-0.239626
0.0259414,-0.269576
0.0258791,-0.24571
0.0259265,0.482754
0.0258361,0.804452
0.0259601,0.341421
0.025913,-0.346396
0.0258794,0.321298
0.0258602,-0.0819632
0.0257913,0.464616
0.0260477,-0.417794
0.0256638,0.897042
0.0259969,-0.573478
0.0257142,0.715525
0.0258365,0.674945
0.0260594,-0.928465
0.0258378,0.109961
0.0260407,-0.594942
0.0258793,-0.0960694
0.0259435,-0.789469
0.0259108,0.439423
0.025913,-0.15556
0.0259738,-0.173131
0.0259393,-0.683785
0.0260527,-0.401628
0.0259102,-0.0992174
0.0258415,0.183811
0.02586,-0.0696193
0.0259603,-0.140657
0.0258303,-0.187885
0.0259451,0.348418
0.0259267,-0.0507817
0.0258784,-0.170297
0.0257297,0.943263
0.0258956,-0.582967
0.0257481,0.50638
0.0258545,0.648744
0.0260719,-0.973241
0.0257781,0.0160714
0.0257792,0.934937
0.0258812,0.333968
0.0258119,-0.130698
0.0259231,0.356809
0.0260288,-0.250408
0.0259125,0.297419
0.0258179,0.291225
0.0258488,-0.0950849
0.0258191,-0.169125
0.0259226,-0.85618
0.0259176,-0.916742
0.0260768,-0.957016
0.025894,-0.685308
0.0259537,-0.638493
0.0258372,0.566609
0.0257791,0.552244
0.0258097,-0.235177
0.0259269,-0.458364
0.0259833,-0.65782
0.0258158,0.434922
0.0258902,0.792661
0.0259188,-0.772082
0.0259014,-0.797108
0.0259839,0.211653
0.0258512,-0.35752
0.0259471,0.35519
0.0258628,-0.479696
0.0257152,0.520836
0.0258643,-0.273951
0.0259114,-0.873458
0.0259355,-0.0667531
0.0259043,0.382706
0.0259263,0.425818
0.0259053,0.286165
0.0259457,-0.1826
0.0258972,0.0556962
0.025812,0.0159427
0.025871,-0.689354
0.0258189,0.630691
0.0258888,0.0717157
0.0259049,-0.994211
0.0257499,0.908065
0.02592,-0.243582
0.0258852,0.449872
0.0259508,0.417958
0.0258085,-0.169113
0.0258096,0.907621
0.025913,-0.889387
0.0259274,-0.396994
0.0260855,-0.805443
0.0260479,-0.780922
0.0257611,0.807537
0.0257972,0.126289
0.0258769,-0.684632
0.0258784,-0.02746
0.0259426,-0.235744
0.0257803,0.322477
0.0259889,-0.760954
0.0258401,0.633997
0.025929,-0.608582
0.0260924,-0.798541
0.0257821,0.2036
0.0257984,0.482157
0.0258498,-0.439537
0.0260682,-0.832716
0.0257354,0.375066
0.0257342,0.738407
0.025841,-0.584219
0.0259032,-0.484961
0.026024,-0.850492
0.0259374,0.0225972
0.0259401,-0.289355
0.0260458,-0.746947
0.0258204,-0.36005
0.0259796,-0.64505
0.025766,0.331966
0.0260576,-0.775818
0.0259898,-0.00900971
0.0259492,-0.811848
0.0258834,-0.405793
0.0258715,-0.775184
0.0258833,0.0557314
0.0258076,0.586534
0.0258845,0.687989
0.0258354,0.65453
0.0259155,0.620191
0.0260019,0.0349213
0.0259462,-0.0520364
0.0258139,-0.013709
0.0258523,-0.260012
0.0259765,-0.805102
0.0259394,-0.596676
0.0259187,-0.525332
0.0258794,0.709654
0.0258237,-0.297154
0.0258607,-0.372945
0.0259646,0.29574
0.0258326,0.0333202
0.0259403,-0.321412
0.0257204,0.532309
0.0259864,0.180645
0.025907,0.220551
0.0258838,-0.432502
0.0258811,0.266225
0.0259152,0.658877
0.0259359,-0.791827
0.0260274,-0.427083
0.0259359,-0.44532
0.0259211,-0.138907
0.0257639,0.487186
0.0259976,0.00497304
0.0258757,-0.355162
0.0257504,0.856683
0.0258808,0.0872492
0.0256986,0.753903
0.0257616,0.16741
0.0258718,0.104903
0.0257627,0.348534
0.0257263,0.404076
0.0258966,-0.492157
0.0260541,-0.622476
0.0257325,0.80888
0.0257694,0.514484
0.0259337,-0.773454
0.0258798,-0.680951
0.025854,0.541194
0.0258414,0.740111
0.0258516,-0.627788
0.0258415,-0.303533
0.0257452,0.834555
0.0259335,-0.740156
0.0257183,0.625989
0.0258714,-0.587222
0.0260147,-0.600646
0.0260168,-0.205082
0.0259143,0.741926
0.0259371,-0.498154
0.02584,0.874651
0.0258686,-0.292862
0.0259605,-0.994929
0.0257706,0.393662
0.0257456,0.250547
0.0257259,0.754331
0.0257648,0.802167
0.0259633,0.142731
0.0258106,0.304257
0.0259708,-0.425614
0.0257038,0.635647
0.0257925,0.951718
0.025896,0.552374
0.0260041,-0.536399
0.0259566,0.429566
0.0258078,-0.132767
0.025916,-0.768177
0.0259568,0.135694
0.0258528,0.732865
0.0260838,-0.811044
0.025893,0.440826
0.0259175,0.261267
0.0259775,-0.533425
0.025886,-0.51489
0.02586,0.620923
0.0258829,-0.448341
0.0259964,-0.813307
0.0259183,0.41885
0.0258193,0.461761
0.0259917,-0.84425
0.0258474,-0.249525
0.0259465,0.312888
0.0258564,0.737609
0.0259153,-0.498972
0.0260552,-0.934397
0.0258403,-0.469004
0.0258058,0.685004
0.0257449,0.628381
0.0256795,0.972857
0.0258637,0.763587
0.0259501,-0.979698
0.0258294,0.496519
0.0258955,0.178955
0.0260947,-0.83979
0.0259131,-0.261861
0.0259128,-0.881624
0.0258141,0.473218
0.025841,-0.0133526
0.0257635,0.516185
0.0259011,-0.0352755
0.0258796,-0.474284
0.0258179,0.57283
0.0257769,0.570673
0.0260958,-0.735201
0.025891,-0.705157
0.0260406,-0.302307
0.0259425,-0.379189
0.0259208,0.30653
0.0256855,0.765415
0.0260197,-0.689772
0.0258396,0.569059
0.0260001,-0.918254
0.025982,-0.527193
0.0259305,-0.307875
0.0257994,0.799353
0.0258676,0.709024
0.0259144,-0.851533
0.025971,-0.527699
0.025939,-0.0462178
0.0257583,0.742714
0.0259412,-0.268935
0.0258317,0.758185
0.0260971,-0.787451
0.0257713,0.84204
0.0259609,-0.843217
0.0259466,-0.221651
0.0260716,-0.905276
0.0257841,0.914992
0.0258405,0.861667
0.0258902,0.304358
0.0259824,-0.915569
0.025728,0.483678
0.0260354,-0.452572
0.0258431,0.865072
0.025925,-0.468568
0.0260678,-0.856543
0.0259654,-0.139664
0.026026,-0.767663
0.0257601,0.966661
0.0258913,0.980531
0.0258133,-0.335915
0.0259877,-0.187288
0.0257746,0.66441
0.025843,-0.360408
0.02589,-0.424135
0.0260774,-0.659803
0.0258505,-0.299163
0.0259174,0.420891
0.0259028,0.730108
0.0258512,0.0238824
0.0259873,-0.339371
0.0258999,0.0228823
0.0259029,0.254066
0.0259336,-0.0564465
0.0259399,-0.0920309
0.025934,-0.853452
0.025891,-0.496162
0.0259855,-0.994841
0.0258672,0.0469814
0.0259828,-0.175818
0.0259252,0.657448
0.0259122,-0.331945
0.0259207,-0.956528
0.0258794,0.456426
0.0259475,-0.240371
0.0258915,-0.29023
0.0257491,0.908353
0.0259131,-0.300962
0.0258315,0.0688686
0.0258375,0.888897
0.0257687,0.0458502
0.0258704,-0.689258
0.0259295,0.126186
0.0258576,-0.0484256
0.025872,-0.141102
0.0258117,-0.159115
0.0256941,0.962918
0.0259437,-0.878481
0.0260096,-0.250878
0.025933,-0.250954
0.025977,0.161618
0.0258696,0.246299
0.0258172,0.984489
0.0257674,0.31237
0.0257908,0.238372
0.0258604,-0.119872
0.0259798,-0.483978
0.0258386,-0.507535
0.0258396,-0.371452
0.0258486,-0.413236
0.0257055,0.546997
0.0260896,-0.851405
0.0257471,0.231716
0.0260478,-0.691139
0.0258349,-0.330705
0.0258847,-0.172934
0.0257806,0.335301
0.0259003,0.660976
0.0258025,0.238637
0.0258504,0.354611
0.0258363,0.56559
0.0257649,0.209917
0.0259462,-0.770152
0.0259397,-0.193183
0.0257499,0.884591
0.0258279,-0.409158
0.0260391,-0.460442
0.0260067,-0.472775
0.0260189,-0.848523
0.0258445,0.690213
0.0258032,0.753104
0.0260053,-0.963823
0.0259185,0.695823
0.0259738,-0.200281
0.026039,-0.866173
0.025789,0.683399
0.0260431,-0.759936
0.0259177,-0.348438
0.0258113,0.544871
0.0257972,-0.0646628
0.0259299,-0.204003
0.0258904,-0.809878
0.025861,-0.0257548
0.0258911,-0.914365
0.02604,-0.669406
0.0259038,-0.17206
0.0257077,0.735085
0.0259056,0.852135
0.0258604,-0.567531
0.0258241,-0.0539933
0.0258686,-0.610396
0.0260848,-0.855698
0.0258065,-0.105672
0.0258364,-0.301001
0.0259321,-0.561881
0.0258801,-0.868446
0.0259723,0.185619
0.0259939,-0.986652
0.0257615,0.991485
0.0258123,0.208071
0.0259108,0.238615
0.0258826,-0.518074
0.0257948,0.55941
0.0256584,0.973451
0.0260778,-0.615432
0.0258417,0.947281
0.0259759,-0.958073
0.0258604,-0.337301
0.0259369,-0.3277
0.0260416,-0.733607
0.0258487,0.509612
0.0258998,0.830529
0.0258356,0.0101875
0.0260458,-0.897643
0.0257229,0.64164
